concept_name,count_questions,count_modules,count_courses,count_enterprises,courses_title,
Critical theory,15,11,11,1, Ashton Coal Operations - Risk Management Procedure; Core Hazard #10 - Lifting; Cranage & Suspended Loads; Core Hazard #13 - Structures and Fixed Plant; Core Hazard #15A - Vehicle Interactions (Surface); Core Hazard #15B - Vehicle Interactions (Underground); Core Hazard #3 - Explosives; Core Hazard #4A - Exposure to Energised Plant and Equipment (Surface); Core Hazard #4B - Exposure to Energised Plant and Equipment (Underground); Core Hazard #5 - Fire and Explosion; MTW PHMP - Roads & other Vehicles Operating Areas; Yarrabee - SOP 17 - Lifting Operations,
Hazard,17,11,11,1, Asbestos SOP; Explosive Decontamination; Maintenance and Inspection SOP; Hazardous Substances SOP; Hazardous Tyres SOP; Mobile Equipment Operation Fundamentals; MTW - PHMP Air Quality or other Airborne Contaminants; MTW - PHMP Fire or Explosion; MTW - PHMP Spontaneous Combustion; MTW Electrical Hazard Awareness; MTW PHMP - Roads & other Vehicles Operating Areas; PCP - Health,
Food,11,11,6,2, Food Recall Training; Food Safety - Online course; Microbiological Testing in Dairy Manufacturing; Microbiological Testing in Dairy Manufacturing Copy 2; Microbiological Testing in Dairy Manufacturing DRAFT; PASE - Demo,
Fire,18,11,11,2, Abel - Fire or Explosion PHMP; Austar - Fire or Explosion PHMP; Core Hazard #5 - Fire and Explosion; Explosive and Blasting Emergency Response SOP; MTW - PHMP Fire or Explosion; MTW - PHMP Spontaneous Combustion; Post Blast Fume SOP; Sky Voyager DH - Ride Operation; Sky Voyager Op - Ride Operation; Sky Voyager Opening Crew Online Assessment and Documentation; Sky Voyager Ride Attendant - Operations,
Urban planning,15,11,11,1, Abel - Fire or Explosion PHMP; Abel - Mechanical Engineering Control Plan; Abel Inundation or Inrush Principle Hazard Management Plan; Ashton Coal Operations - Mechanical Engineering Control Plan; Austar - Fire or Explosion PHMP; Austar - Mechanical Engineering Control Plan; Core Hazard #7A - Ground or Strata (Surface); MTW PCP - Explosives; PCP - Emergency Response for Workers; PCP - Health; Post Blast Fume SOP,
Training,13,11,11,3, Access to Low Voltage Conductors SOP; Austar - Emergency Preparedness Procedure; Austar - Emergency Response Management Procedure; Engineering Services Induction; Getting to know our products; Isolation and Tagging SOP; L4 Assessor VOC; PPE for Working at Heights SOP; Working Near Crests and Slopes Procedure; Yarrabee - SOP 04 - Personal Protective Equipment (PPE); Yarrabee SOP 04 - Personal Protective Equipment (PPE),
Foodborne illness,10,10,4,2, Food Safety - Online course; Microbiological Testing in Dairy Manufacturing; Microbiological Testing in Dairy Manufacturing Copy 2; Microbiological Testing in Dairy Manufacturing DRAFT,
Electrical engineering,19,10,10,1, Abel - Electrical Engineering Control Plan; Abel - Isolation Procedure; Abel - Underground Portable Electrical Apparatus Procedure; Access to Low Voltage Conductors SOP; Ashton Coal Operations - UG Portable Electrical Apparatus Procedure; Austar - Electrical Engineering Control Plan; Austar - Underground Portable Electrical Apparatus; Commissioning of Electrical Equipment SOP; Equipment used for Maintaining Plant SOP; First Aid Specific to Accidents Involving Electricity SOP,
Tool,11,10,10,1, Action Taken on Outbreak of Fire SOP; Ashton Coal Operations - Manage the Risk of Falls and Working at Height; Core Hazard #3 - Explosives; Core Hazard #4A - Exposure to Energised Plant and Equipment (Surface); Core Hazard #4B - Exposure to Energised Plant and Equipment (Underground); Site Traffic Rules SOP; Spraying; Spray Painting and Abrasive Blasting SOP; Vehicles and Equipment Near Electrical Installations SOP; Yancoal Vehicle Policy; Yarrabee - Std 11 - RPL- Onsite Refresher,
Supervisor,11,10,10,1, Abel - Defect Management Plan; Ashton Coal Operations - Risk Management Procedure; Austar - Defect Management Plan; Lifting and Cranage SOP; MTW - PHMP Fire or Explosion; MTW - PHMP Spontaneous Combustion; Tyre Disposal SOP; Yarrabee - SOP 07 - Flammable and Toxic Gas; Yarrabee - Std 11 - RPL- Onsite Refresher; Yarrabee SOP 07 - Flammable and Toxic Gas,
Labour economics,10,10,10,1, Abel - Isolation Procedure; Ashton Coal Operations - Mechanical Engineering Control Plan; Ashton Coal Operations - Work Health and Safety Policy; Austar - Emergency Response Management Procedure; Austar - Energy Isolation Procedure - Individual Isolator; Core Hazard #16 - Working at Heights; MTW PCP - Explosives; PCP - Emergency Response for Workers; Yarrabee - SOP 04 - Personal Protective Equipment (PPE); Yarrabee SOP 04 - Personal Protective Equipment (PPE),
Natural environment,9,9,9,3, Abel - Air Quality or Dust or Other Airborne Contaminants PHMP; Access to Low Voltage Conductors SOP; Austar - Air Quality or Dust or Other Airborne Contaminants PHMP; Handling Transitions and Separations; Microbiological Testing in Dairy Manufacturing; Microbiological Testing in Dairy Manufacturing Copy 2; Microbiological Testing in Dairy Manufacturing DRAFT; Trauma Series; Tyre Disposal SOP,
Parent,12,9,5,2, Ashton Coal Operations - Fatigue Management Procedure; Handling Transitions and Separations; Relationships with Parents; Sensory Processing Series; Trauma Series,
Tire,32,9,9,1, Core Hazard #14 - Tyres; Design and Construction of Roads SOP; Hazardous Tyres SOP; Mobile Equipment Operation Fundamentals; Tyre and Rim Safety SOP; Tyre Disposal SOP; Yarrabee - SOP 01 - Using Mobile Plant and Equipment; Yarrabee SOP 01 -  Using Mobile Plant and Equipment; Yarrabee SOP 01 -  Using Mobile Plant and Equipment Copy,
Safety data sheet,11,9,9,2, Hazardous Substances SOP; Manual Tasks - Online course; Personal Protective Equipment SOP; Yarrabee - SOP 03- Hazardous Substances; Yarrabee - SOP 04 - Personal Protective Equipment (PPE); Yarrabee - SOP 07 - Flammable and Toxic Gas; Yarrabee SOP 03 - Hazardous Substances; Yarrabee SOP 04 - Personal Protective Equipment (PPE); Yarrabee SOP 07 - Flammable and Toxic Gas,
Question,13,9,9,4, Core Hazard #15A - Vehicle Interactions (Surface); Core Hazard #15B - Vehicle Interactions (Underground); Curso Investigador L’der ICAM (Espa–ol) _ Modalidad Online; Eaton Learning Module; Investigador L’der ICAM (Espa–ol) _ Modalidad Online; Online ICAM Lead Investigator; Online ICAM Lead Investigator Copy; quiz test; Yarrabee - Std 11 - RPL- Onsite Refresher,
Duty,9,9,9,2, Abel - Health Control Plan; Access to High Voltage Conductors SOP; Austar - Health Control Principal Control Plan; Code of Conduct - Online course; MTW PHMP - Roads & other Vehicles Operating Areas; TEST; Yarrabee - SOP 01 - Using Mobile Plant and Equipment; Yarrabee SOP 01 -  Using Mobile Plant and Equipment; Yarrabee SOP 01 -  Using Mobile Plant and Equipment Copy,
Dreamworld (Australian theme park),13,9,7,1, Code of Conduct - Online course; Engineering Services Induction; L4 Assessor VOC; Social Media; Media & Celebrities - Online course; Social Media; Media & Celebrities - Online course Copy; Standard Ride Operation - Skill; Test - Code of Conduct,
Force,10,9,9,1, Brake Testing on Fixed and Mobile Plant SOP; Core Hazard #10 - Lifting; Cranage & Suspended Loads; Core Hazard #11 - Mine Shafts and Winding Systems; Core Hazard #13 - Structures and Fixed Plant; Lifting and Cranage SOP; Modifications to Electrical Control Systems SOP; Tyre and Rim Safety SOP; Yarrabee - HMP 13 - Working at Heights; Yarrabee - SOP 17 - Lifting Operations,
False (logic),9,9,6,2, Microbiological Testing in Dairy Manufacturing; Microbiological Testing in Dairy Manufacturing Copy 2; Microbiological Testing in Dairy Manufacturing DRAFT; Risk Management Awareness- Online course; Understanding Food Safety Programs; Understanding Food Safety Programs Internal Use,
Health,12,9,9,4, Aquatics Skill Test; Microbiological Testing in Dairy Manufacturing; Microbiological Testing in Dairy Manufacturing Copy 2; Microbiological Testing in Dairy Manufacturing DRAFT; PCP - Health; Trauma Series; V2 - Sleep and Settling: Social-Emotional Development in Infants and Toddlers (Course 1); Yarrabee - SOP 05 - Health and Hygiene; Yarrabee SOP 05 - Health and Hygiene,
Incubation period,9,9,3,1, Microbiological Testing in Dairy Manufacturing; Microbiological Testing in Dairy Manufacturing Copy 2; Microbiological Testing in Dairy Manufacturing DRAFT,
Design,9,9,9,1, Abel - Ventilation Control Plan; Austar - Ventilation Principal Control Plan; Core Hazard #11 - Mine Shafts and Winding Systems; Core Hazard #13 - Structures and Fixed Plant; Core Hazard #4A - Exposure to Energised Plant and Equipment (Surface); Core Hazard #4B - Exposure to Energised Plant and Equipment (Underground); Core Hazard #7B - Ground or Strata (Underground); Design and Construction of Roads SOP; Tyre Disposal SOP,
Car,13,9,9,2, Core Hazard #11 - Mine Shafts and Winding Systems; Explosive and Blasting Emergency Response SOP; Movement of Plant and Supplies SOP; MTW PHMP - Roads & other Vehicles Operating Areas; Operation of Vehicles and Mobile Equipment SOP; Towing of Vehicles and Equipment SOP; Vehicles and Equipment Near Electrical Installations SOP; Vintage Cars - Online Assessment; Yarrabee - Std 11 - RPL- Onsite Refresher,
Air pollution,8,8,8,1, Abel - Air Quality or Dust or Other Airborne Contaminants PHMP; Abel - Health Control Plan; Austar - Air Quality or Dust or Other Airborne Contaminants PHMP; Austar - Health Control Principal Control Plan; Core Hazard #1B - Airborne Dust and Contaminants (Underground); Post Blast Fume SOP; Yarrabee - SOP 07 - Flammable and Toxic Gas; Yarrabee SOP 07 - Flammable and Toxic Gas,
Atmosphere of Earth,10,8,8,1, Abel - Underground Portable Electrical Apparatus Procedure; Abel - Ventilation Control Plan; Ashton Coal Operations - UG Portable Electrical Apparatus Procedure; Austar - Air Quality or Dust or Other Airborne Contaminants PHMP; Austar - Underground Portable Electrical Apparatus; Austar - Ventilation Principal Control Plan; Core Hazard #2 - Confined Space; Yarrabee - SOP 18 - Confined Spaces,
Computer,9,8,7,2, Abel - Mains Powered Portable Electrical Apparatus Procedure; Abel - Ventilation Control Plan; Access to High Voltage Conductors SOP; Austar - Mains Powered Portable Electrical Apparatus; Engineering Services Induction; IT Systems Use - Online course; Standard Ride Operation - Skill,
Distance,8,8,8,1, Core Hazard #12 - Stockpile and Reclaim Tunnels; Core Hazard #8 - High Voltage; Operation of Vehicles and Mobile Equipment SOP; Site Traffic Rules SOP; Yarrabee - HMP 13 - Working at Heights; Yarrabee - SOP 01 - Using Mobile Plant and Equipment; Yarrabee SOP 01 -  Using Mobile Plant and Equipment; Yarrabee SOP 01 -  Using Mobile Plant and Equipment Copy,
Economic policy,9,8,8,2, Ashton Coal Operations - Mechanical Engineering Control Plan; Austar - Defect Management Plan; Austar - Emergency Response Management Procedure; Dreamworld/WhiteWater World COVID - SAFE Training; MTW PCP - Explosives; PCP - Health; Securities Trading; SkyPoint COVID-SAFE Training,
Electronics,8,8,8,2, Abel - Mains Powered Portable Electrical Apparatus Procedure; Abel - Ventilation Control Plan; Austar - Mains Powered Portable Electrical Apparatus; Austar - Ventilation Principal Control Plan; Modifications to Electrical Control Systems SOP; MTW Electrical Hazard Awareness; Shockwave Ride Attendant - Online Assessment; Vehicles and Equipment Near Electrical Installations SOP,
Engineering,8,8,8,2, Abel - Defect Management Plan; Abel - Underground Portable Electrical Apparatus Procedure; Ashton Coal Operations - UG Portable Electrical Apparatus Procedure; Austar - Defect Management Plan; Austar - Underground Portable Electrical Apparatus; Core Hazard #9B - Inrush; Inundation and Storage Dams (Underground); Engineering Services Induction; L4 Assessor VOC,
Smoke,12,8,8,2, Abel - Health Control Plan; Austar - Health Control Principal Control Plan; Post Blast Fume SOP; Sky Voyager DH - Ride Operation; Sky Voyager Op - Ride Operation; Sky Voyager Opening Crew Online Assessment and Documentation; Sky Voyager Ride Attendant - Operations; Yarrabee - SOP 11 - Shotfiring,
Tag (metadata),14,8,8,2, Abel - Defect Management Plan; Abel - Isolation Procedure; Access to High Voltage Conductors SOP; Austar - Defect Management Plan; Austar - Energy Isolation Procedure - Individual Isolator; Engineering Services Induction; Yarrabee - SOP 02 - Isolation and Tagging; Yarrabee SOP 02 - Isolation and Tagging,
Specification (technical standard),8,8,8,1, Abel - Electrical Engineering Control Plan; Abel - Mechanical Engineering Control Plan; Ashton Coal Operations - Mechanical Engineering Control Plan; Austar - Electrical Engineering Control Plan; Austar - Mechanical Engineering Control Plan; Core Hazard #11 - Mine Shafts and Winding Systems; Core Hazard #13 - Structures and Fixed Plant; Yarrabee - HMP 13 - Working at Heights,
Number,8,8,8,2, DW ATT - 001b - Green Room Slide Attendant; DW ATT - 001b - Green Room Slide Attendant v2; Modifications to Electrical Control Systems SOP; Puss In Boots Online Assessment; SkyPoint COVID-SAFE Training; Yarrabee - SOP 01 - Using Mobile Plant and Equipment; Yarrabee SOP 01 -  Using Mobile Plant and Equipment; Yarrabee SOP 01 -  Using Mobile Plant and Equipment Copy,
Isolation Point,9,8,8,1, Abel - Defect Management Plan; Abel - Isolation Procedure; Austar - Defect Management Plan; Austar - Energy Isolation Procedure - Individual Isolator; Isolation and Tagging SOP; Yarrabee - SOP 02 - Isolation and Tagging; Yarrabee - SOP 17 - Lifting Operations; Yarrabee SOP 02 - Isolation and Tagging,
Microorganism,8,8,5,2, Microbiological Testing in Dairy Manufacturing; Microbiological Testing in Dairy Manufacturing Copy 2; Microbiological Testing in Dairy Manufacturing DRAFT; Yarrabee - SOP 05 - Health and Hygiene; Yarrabee SOP 05 - Health and Hygiene,
Value (ethics),9,8,8,3, Abel - Ventilation Control Plan; Austar - Air Quality or Dust or Other Airborne Contaminants PHMP; Code of Conduct Refresher; Handling Transitions and Separations; Microbiological Testing in Dairy Manufacturing; Microbiological Testing in Dairy Manufacturing Copy 2; Microbiological Testing in Dairy Manufacturing DRAFT; Trauma Series,
Truth,7,7,7,4, Fraud Awareness - Online course; Microbiological Testing in Dairy Manufacturing; Microbiological Testing in Dairy Manufacturing Copy 2; Microbiological Testing in Dairy Manufacturing DRAFT; New ICAM Assessment Test; Risk Management Awareness- Online course; Speech and Language Development Milestones,
Truck,7,7,7,1, Operation of Vehicles and Mobile Equipment SOP; Road Watering and Maintenance SOP; Safe Loading and Discharge of Loads SOP; Stockpile Operations; Stockpile Pedestrian Safety Spontaneous Combustion; Maintenance and Repair of Bins; Hoppers and Chutes SOP; Yarrabee - SOP 12 - Load; Haul & Dump Operations; Yarrabee SOP 01 -  Using Mobile Plant and Equipment; Yarrabee SOP 01 -  Using Mobile Plant and Equipment Copy,
Transport,8,7,7,1, Abel - Fire or Explosion PHMP; Austar - Fire or Explosion PHMP; Austar - Ventilation Principal Control Plan; Explosive Decontamination; Maintenance and Inspection SOP; MTW PCP - Explosives; Transport and Storage of Explosives SOP; Tyre Disposal SOP,
Oxygen,11,7,7,1, Abel - Air Quality or Dust or Other Airborne Contaminants PHMP; Core Hazard #2 - Confined Space; Hot Work SOP; Yarrabee - SOP 04 - Personal Protective Equipment (PPE); Yarrabee - SOP 07 - Flammable and Toxic Gas; Yarrabee SOP 04 - Personal Protective Equipment (PPE); Yarrabee SOP 07 - Flammable and Toxic Gas,
Soil,7,7,7,2, ABEL MINE GROUND OR STRATA FAILURE PRINCIPAL HAZARD MANAGEMENT PLAN Underground; Abel Mine Ground or Strata Failure Principle Hazard Management Plan (Surface); Core Hazard #7A - Ground or Strata (Surface); Microbiological Testing in Dairy Manufacturing; Microbiological Testing in Dairy Manufacturing Copy 2; Microbiological Testing in Dairy Manufacturing DRAFT; PASE - Demo,
Social norm,7,7,7,2, Connecting with Children; Handling Transitions and Separations; MTW - PHMP Fire or Explosion; Sensory Processing Series; Speech and Language Development Milestones; Yarrabee - SOP 02 - Isolation and Tagging; Yarrabee SOP 02 - Isolation and Tagging,
Statement (computer science),7,7,7,3, Lock out tag out; Microbiological Testing in Dairy Manufacturing; Microbiological Testing in Dairy Manufacturing Copy 2; Microbiological Testing in Dairy Manufacturing DRAFT; Understanding Food Safety Programs; Understanding Food Safety Programs Internal Use; Yarrabee - HMP 13 - Working at Heights,
Toxicity,9,7,7,1, Core Hazard #2 - Confined Space; Flammable and Toxic Gas SOP; Yarrabee - SOP 03- Hazardous Substances; Yarrabee - SOP 04 - Personal Protective Equipment (PPE); Yarrabee - SOP 16 - Hot Works; Yarrabee SOP 03 - Hazardous Substances; Yarrabee SOP 04 - Personal Protective Equipment (PPE),
Signage,7,7,7,2, Motocoaster DH - Ride Operation; Motocoaster Op - Ride Operation; Motocoaster Ride Attendant - Operations; Play school wheel DH - Ride Operation; Play School Wheel Op - Ride Operation; Shockwave DH - Ride Operation; Yarrabee - SOP 11 - Shotfiring,
Sense,9,7,4,1, Conducting a Great Centre Tour; Sensory Processing Series; Trauma Series; V2 - Sleep and Settling: Social-Emotional Development in Infants and Toddlers (Course 1),
Drug,7,7,6,2, Abel - Health Control Plan; Austar - Health Control Principal Control Plan; MTW PHMP - Roads & other Vehicles Operating Areas; PCP - Health; RSA Refresher; Yancoal Vehicle Policy,
Dust,7,7,7,1, Abel - Air Quality or Dust or Other Airborne Contaminants PHMP; Abel - Health Control Plan; Austar - Air Quality or Dust or Other Airborne Contaminants PHMP; Austar - Health Control Principal Control Plan; Confined Space SOP; Post Blast Fume SOP; Road Watering and Maintenance SOP,
Electric power transmission,9,7,7,1, Abel - Mains Powered Portable Electrical Apparatus Procedure; Austar - Mains Powered Portable Electrical Apparatus; MTW Electrical Hazard Awareness; Vehicles and Equipment Near Electrical Installations SOP; Yarrabee - SOP 01 - Using Mobile Plant and Equipment; Yarrabee SOP 01 -  Using Mobile Plant and Equipment; Yarrabee SOP 01 -  Using Mobile Plant and Equipment Copy,
Electric charge,13,7,7,1, Abel - Lightning and Earthing Management Plan; Abel - Mains Powered Portable Electrical Apparatus Procedure; Austar - Lightning and Earthing Management Plan; Austar - Mains Powered Portable Electrical Apparatus; Yarrabee - SOP 01 - Using Mobile Plant and Equipment; Yarrabee SOP 01 -  Using Mobile Plant and Equipment; Yarrabee SOP 01 -  Using Mobile Plant and Equipment Copy,
High voltage,15,7,7,1, Abel - Isolation Procedure; Access to High Voltage Conductors SOP; Austar - Energy Isolation Procedure - Individual Isolator; Core Hazard #8 - High Voltage; Electrical Safety Equipment SOP; Modifications to Electrical Control Systems SOP; Re-Closure After Faults SOP,
Concentration,9,7,7,1, Abel - Air Quality or Dust or Other Airborne Contaminants PHMP; Abel - Fire or Explosion PHMP; Abel - Ventilation Control Plan; Austar - Air Quality or Dust or Other Airborne Contaminants PHMP; Austar - Fire or Explosion PHMP; Core Hazard #5 - Fire and Explosion; MTW - PHMP Air Quality or other Airborne Contaminants,
Algorithm,7,7,7,2, Abel - Isolation Procedure; Austar - Air Quality or Dust or Other Airborne Contaminants PHMP; Drug and Alcohol Management - Online course; Drug and Alcohol Management- Online course; Lock out tag out; Playschool Wheel - Online Assessment; Yarrabee - SOP 17 - Lifting Operations,
Alcohol,7,7,6,2, Abel - Health Control Plan; Austar - Health Control Principal Control Plan; MTW PHMP - Roads & other Vehicles Operating Areas; PCP - Health; RSA Refresher; Yancoal Vehicle Policy,
Business,7,7,7,2, Food Recall Training; Food Recall Training (Draft); L4 Assessor VOC; Microbiological Testing in Dairy Manufacturing; Microbiological Testing in Dairy Manufacturing Copy 2; Microbiological Testing in Dairy Manufacturing DRAFT; Whistleblower Policy,
Business education,7,7,4,1, Microbiological Testing in Dairy Manufacturing; Microbiological Testing in Dairy Manufacturing Copy 2; Microbiological Testing in Dairy Manufacturing DRAFT; PASE - Demo,
Brake,6,6,6,1, Brake Testing on Fixed and Mobile Plant SOP; Core Hazard #15A - Vehicle Interactions (Surface); Core Hazard #15B - Vehicle Interactions (Underground); Yarrabee - SOP 01 - Using Mobile Plant and Equipment; Yarrabee SOP 01 -  Using Mobile Plant and Equipment; Yarrabee SOP 01 -  Using Mobile Plant and Equipment Copy,
Bond (finance),9,6,6,1, MTW - PHMP Air Quality or other Airborne Contaminants; MTW - PHMP Fire or Explosion; MTW - PHMP Spontaneous Combustion; MTW PCP - Explosives; MTW PHMP - Roads & other Vehicles Operating Areas; PCP - Emergency Response for Workers,
Adult,6,6,5,3, Microbiological Testing in Dairy Manufacturing; Microbiological Testing in Dairy Manufacturing Copy 2; Microbiological Testing in Dairy Manufacturing DRAFT; RSA Refresher; V2 - Sleep and Settling: Social-Emotional Development in Infants and Toddlers (Course 1),
Chemical substance,6,6,6,2, Chemical Handling - Online course; Fire Training; Hazardous Substances SOP; Personal Protective Equipment SOP; Yarrabee - SOP 03- Hazardous Substances; Yarrabee SOP 03 - Hazardous Substances,
Dairy product,6,6,3,1, Microbiological Testing in Dairy Manufacturing; Microbiological Testing in Dairy Manufacturing Copy 2; Microbiological Testing in Dairy Manufacturing DRAFT,
Dangerous goods,13,6,6,1, Abel - Health Control Plan; Austar - Health Control Principal Control Plan; Hazardous Substances SOP; Yarrabee - SOP 03- Hazardous Substances; Yarrabee - Std 11 - RPL- Onsite Refresher; Yarrabee SOP 03 - Hazardous Substances,
Heat,14,6,6,2, Abel - Air Quality or Dust or Other Airborne Contaminants PHMP; Austar - Air Quality or Dust or Other Airborne Contaminants PHMP; Food Safety - Online course; MTW - PHMP Spontaneous Combustion; Yarrabee - SOP 11 - Shotfiring; Yarrabee - SOP 16 - Hot Works,
Heavy equipment,7,6,6,1, Site Traffic Rules SOP; Towing of Vehicles and Equipment SOP; Tyre and Rim Safety SOP; Yarrabee - SOP 01 - Using Mobile Plant and Equipment; Yarrabee SOP 01 -  Using Mobile Plant and Equipment; Yarrabee SOP 01 -  Using Mobile Plant and Equipment Copy,
First aid,6,6,6,2, Austar - Emergency Preparedness Procedure; Core Hazard #15A - Vehicle Interactions (Surface); Core Hazard #15B - Vehicle Interactions (Underground); Hazardous Substances SOP; New Employee Onboarding; Post Blast Fume SOP,
Electric battery,6,6,6,3," Abel - Mains Powered Portable Electrical Apparatus Procedure; Austar - Mains Powered Portable Electrical Apparatus; ""Dorothys Teacups - Online Assessment""; Eaton Pathway Example; Mobile Equipment Operation Fundamentals; Yarrabee - SOP 17 - Lifting Operations",
Electrical conductor,8,6,6,1, Abel - Lightning and Earthing Management Plan; Abel - Mains Powered Portable Electrical Apparatus Procedure; Access to High Voltage Conductors SOP; Austar - Lightning and Earthing Management Plan; Austar - Mains Powered Portable Electrical Apparatus; Core Hazard #8 - High Voltage,
Driving,6,6,6,1, Operation of Vehicles and Mobile Equipment SOP; Site Traffic Rules SOP; Yarrabee - SOP 01 - Using Mobile Plant and Equipment; Yarrabee - SOP 12 - Load; Haul & Dump Operations; Yarrabee SOP 01 -  Using Mobile Plant and Equipment; Yarrabee SOP 01 -  Using Mobile Plant and Equipment Copy,
DreamWorks Experience,15,6,6,1, Dronkey Flyers - Online Assessment; Dronkey Flyers - Ride Operation; Dronkey Flyers Skill; Skadoosh - Online Assessment; Skadoosh - Ride Operation; Skadoosh Skill,
Emergency service,9,6,6,1, Abel Inundation or Inrush Principle Hazard Management Plan; Austar - Emergency Incident Management; Austar - Emergency Response Management Procedure; Core Hazard #5 - Fire and Explosion; Explosive and Blasting Emergency Response SOP; PCP - Emergency Response for Workers,
Environmental monitoring,6,6,6,2, Abel - Air Quality or Dust or Other Airborne Contaminants PHMP; Flammable and Toxic Gas SOP; Microbiological Testing in Dairy Manufacturing; Microbiological Testing in Dairy Manufacturing Copy 2; Microbiological Testing in Dairy Manufacturing DRAFT; MTW - PHMP Air Quality or other Airborne Contaminants,
Shift work,6,6,6,2, Abel - Defect Management Plan; Austar - Defect Management Plan; MTW - PHMP Spontaneous Combustion; Whistleblower Policy; Yarrabee - SOP 07 - Flammable and Toxic Gas; Yarrabee SOP 07 - Flammable and Toxic Gas,
Skill,6,6,5,2, Building Independence; Connecting with Children; Engineering Services Induction; L4 Assessor VOC; Trauma Series,
Safety culture,6,6,4,2, Chemical Handling - Online course; Risk Management Awareness- Online course; Understanding Food Safety Programs; Understanding Food Safety Programs Internal Use,
Scientific control,7,6,6,2, Ashton Coal Operations - Risk Management Procedure; MTW - PHMP Air Quality or other Airborne Contaminants; MTW PCP - Explosives; PCP - Emergency Response for Workers; PCP - Health; Standard Ride Operation - Skill,
Resource,6,6,3,1, Microbiological Testing in Dairy Manufacturing; Microbiological Testing in Dairy Manufacturing Copy 2; Microbiological Testing in Dairy Manufacturing DRAFT,
Road,15,6,6,1, Austar - Ventilation Principal Control Plan; Core Hazard #15A - Vehicle Interactions (Surface); Design and Construction of Roads SOP; MTW PHMP - Roads & other Vehicles Operating Areas; Road Watering and Maintenance SOP; Working Near Crests and Slopes Procedure,
Radio,9,6,6,2, Action Taken on Outbreak of Fire SOP; Engineering Services Induction; Standard Ride Operation - Skill; Yarrabee - SOP 01 - Using Mobile Plant and Equipment; Yarrabee SOP 01 -  Using Mobile Plant and Equipment; Yarrabee SOP 01 -  Using Mobile Plant and Equipment Copy,
Prior probability,6,6,6,2, Abel - Electrical Engineering Control Plan; Abel - Mechanical Engineering Control Plan; Ashton Coal Operations - Mechanical Engineering Control Plan; Austar - Electrical Engineering Control Plan; Austar - Mechanical Engineering Control Plan; L4 Assessor VOC,
Potential energy,6,6,6,1, Confined Space SOP; Core Hazard #10 - Lifting; Cranage & Suspended Loads; Core Hazard #11 - Mine Shafts and Winding Systems; Core Hazard #3 - Explosives; Mobile Equipment Operation Fundamentals; Tyre Disposal SOP,
Temperature,13,6,4,3, Anixter Sample Course; Austar - Air Quality or Dust or Other Airborne Contaminants PHMP; Food Safety - Online course; PCP - Health,
Surface science,6,6,6,1, Abel - Air Quality or Dust or Other Airborne Contaminants PHMP; Abel - Isolation Procedure; Austar - Air Quality or Dust or Other Airborne Contaminants PHMP; Austar - Energy Isolation Procedure - Individual Isolator; Commissioning of Electrical Equipment SOP; MTW PHMP - Roads & other Vehicles Operating Areas,
Statement (logic),6,6,6,2, Microbiological Testing in Dairy Manufacturing; Microbiological Testing in Dairy Manufacturing Copy 2; Microbiological Testing in Dairy Manufacturing DRAFT; Standard Ride Operation - Skill; Understanding Food Safety Programs; Understanding Food Safety Programs Internal Use,
Standardization,6,6,6,1, Abel - Health Control Plan; Austar - Health Control Principal Control Plan; Design and Construction of Roads SOP; Inspections of Explosive Vehicles and Equipment SOP; Vehicles and Equipment Near Electrical Installations SOP; Yarrabee - Std 11 - RPL- Onsite Refresher,
Social responsibility,6,6,6,1, Abel - Electrical Engineering Control Plan; Abel - Mechanical Engineering Control Plan; Abel - Ventilation Control Plan; Austar - Electrical Engineering Control Plan; Austar - Mechanical Engineering Control Plan; Code of Conduct Refresher,
Policy,10,6,6,2, Code of Conduct Refresher; Drug and Alcohol Management - Online course; Drug and Alcohol Management- Online course; Securities Trading; Vehicle Policy; Whistleblower Policy,
Positivism,6,6,6,2, Abel - Isolation Procedure; Core Hazard #15A - Vehicle Interactions (Surface); Core Hazard #15B - Vehicle Interactions (Underground); MTW PHMP - Roads & other Vehicles Operating Areas; Safe Loading and Discharge of Loads SOP; Trauma Series,
Occupational safety and health,6,6,6,2, Abel - Defect Management Plan; Ashton Coal Operations - Mechanical Engineering Control Plan; Ashton Coal Operations - Risk Management Procedure; Austar - Defect Management Plan; Engineering Services Induction; Yarrabee - Std 11 - RPL- Onsite Refresher,
Minimum wage,8,6,6,1, Ashton Coal Operations - Fatigue Management Procedure; Mobile Equipment Operation Fundamentals; MTW Electrical Hazard Awareness; Personal Protective Equipment SOP; Yarrabee - SOP 04 - Personal Protective Equipment (PPE); Yarrabee SOP 04 - Personal Protective Equipment (PPE),
Verification and validation,6,6,6,2, Ashton Coal Operations - Risk Management Procedure; Giant Drop Operator - Online Assessment; Giant Drop Ride Attendant - Online Assessment; Pandamonium Ride Attendant - Online Assessment; Sky Voyager Ride Attendant - Online Assessment; Tailspin - Online Assessment,
Vapor,5,5,5,1, Abel - Air Quality or Dust or Other Airborne Contaminants PHMP; Austar - Air Quality or Dust or Other Airborne Contaminants PHMP; Confined Space SOP; Yarrabee - SOP 16 - Hot Works; Yarrabee - SOP 18 - Confined Spaces,
